Partner_ID,Recommended_Products,Similarity_Scores
532_23,"['MCCB(Moduled Case Circuit Breaker)', 'BBT(Busbar Trunking)', 'ACB(Air Circuit Breaker)']","[3.459506703353634, 2.6013903730326007, 1.743274042711568]"
533_18,"['Solar Solutions', 'RMU(Ring Main Unit)', 'AIS(Air Insulated Switchgear)']","[4.593406272064055, 3.688872238330764, 3.6399436828184624]"
534_16,"['MCCB(Moduled Case Circuit Breaker)', 'RMU(Ring Main Unit)', 'Pump Starter and Controller']","[3.411889494815168, 3.362360671958455, 2.5953929138874416]"
535_49,"['BBT(Busbar Trunking)', 'E-House', 'VCU(Vacuum Contactor Units)']","[3.724893619241911, 2.9689646732234563, 2.9689646732234563]"
536_6,"['VCB(Vacuum Circuit Breaker)', 'VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)']","[2.4932803066649987, 1.6914965809277258, 1.6914965809277258]"
537_61,"['Starter', 'Pump Starter and Controller', 'MCCB(Moduled Case Circuit Breaker)']","[3.5678090415820627, 3.477802865422441, 2.6928090415820627]"
538_57,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)']","[3.4187861805911854, 2.5437861805911854, 1.7499999999999996]"
539_47,"['Solar Solutions', 'BBT(Busbar Trunking)', 'E-House']","[3.30586456334592, 2.4607103086174034, 2.448721706203063]"
540_58,"['VCB(Vacuum Circuit Breaker)', 'Controller', 'RMU(Ring Main Unit)']","[3.390941226553049, 3.3687440919754907, 2.5527607768067466]"
541_87,"['Controller', 'SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)']","[3.0237157840738176, 2.267786838055363, 2.267786838055363]"
542_77,"['Controller', 'Solar Solutions', 'SDF(Switch Disconnectors)']","[3.5298797857842708, 3.510452594784354, 2.6638543819998315]"
543_56,"['MCCB(Moduled Case Circuit Breaker)', 'Pump Starter and Controller', 'RMU(Ring Main Unit)']","[3.237951513226087, 3.2076845372992735, 3.1728082365024717]"
544_63,"['VCB(Vacuum Circuit Breaker)', 'Pump Starter and Controller', 'E-House']","[3.7737157840738176, 3.7737157840738176, 3.0237157840738176]"
545_23,"['E-House', 'PSS(Compact Sub-Stations)', 'Starter']","[3.4784483923396303, 1.7432740427115676, 0.8581163303210332]"
546_26,"['RMU(Ring Main Unit)', 'Controller', 'PSS(Compact Sub-Stations)']","[4.285368417552965, 3.46041050616866, 3.410368417552965]"
547_78,"['ACB(Air Circuit Breaker)', 'RMU(Ring Main Unit)', 'Controller']","[3.3775037131024024, 2.5757199873651295, 2.520360855959545]"
548_77,"['RMU(Ring Main Unit)', 'BBT(Busbar Trunking)', 'VCB(Vacuum Circuit Breaker)']","[2.499018565639891, 2.499018565639891, 2.457118653953648]"
549_45,"['AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)', 'Solar Solutions']","[4.129970671165747, 3.328186945428474, 2.530462910211008]"
550_16,"['Pump Starter and Controller', 'AIS(Air Insulated Switchgear)', 'BBT(Busbar Trunking)']","[3.459506703353634, 2.5865480854231357, 2.544664415744169]"
551_34,"['Modular Switches', 'PSS(Compact Sub-Stations)', 'Pump Starter and Controller']","[3.36504396942433, 2.6083420844847165, 1.7918455035569902]"
552_8,"['SDF(Switch Disconnectors)', 'Modular Switches', 'RMU(Ring Main Unit)']","[3.584356139482222, 3.584356139482222, 1.7899289484823062]"
553_46,"['AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)', 'Solar Solutions']","[4.317623033674668, 4.317623033674668, 2.601390373032601]"
554_93,"['VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)']","[4.422914480655155, 3.5409973769669585, 1.7708059925770856]"
555_72,"['ACB(Air Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'Controller']","[4.016862499854801, 3.2262930848127063, 1.6357236697706112]"
556_43,"['RMU(Ring Main Unit)', 'Solar Solutions', 'VCU(Vacuum Contactor Units)']","[3.3426274123055997, 3.3426274123055997, 2.4402274780086217]"
557_49,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Starter']","[3.4244265835025427, 2.6498299142610593, 2.6498299142610593]"
558_12,"['PSS(Compact Sub-Stations)', 'MCCB(Moduled Case Circuit Breaker)', 'BBT(Busbar Trunking)']","[3.330150860770527, 3.2808779244991273, 2.530150860770527]"
559_11,"['VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'SDF(Switch Disconnectors)']","[2.701725311175109, 2.665414450496226, 1.77098725949631]"
560_32,"['Starter', 'E-House', 'VCB(Vacuum Circuit Breaker)']","[3.529857603466266, 2.6253235697329753, 2.6253235697329753]"
561_85,"['Pump Starter and Controller', 'Starter', 'E-House']","[4.313213371591101, 2.6222300564223575, 2.6222300564223575]"
562_76,"['ACB(Air Circuit Breaker)', 'BBT(Busbar Trunking)', 'RMU(Ring Main Unit)']","[3.2577599168358766, 2.3825266718163007, 1.607930002574817]"
563_70,"['BBT(Busbar Trunking)', 'Modular Switches', 'MCCB(Moduled Case Circuit Breaker)']","[2.5627008434363368, 2.483163247594393, 2.4663264951887856]"
564_11,"['PSS(Compact Sub-Stations)', 'SDF(Switch Disconnectors)', 'AIS(Air Insulated Switchgear)']","[3.2913703150806417, 2.5842635338940942, 1.641454492312031]"
565_77,"['Pump Starter and Controller', 'PSS(Compact Sub-Stations)', 'Solar Solutions']","[3.282823076116512, 2.449489742783178, 1.6498299142610597]"
566_83,"['VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'E-House']","[3.349188651378832, 2.532692070451106, 2.5158553180454986]"
567_28,"['VCU(Vacuum Contactor Units)', 'BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)']","[3.4903085094570327, 3.4903085094570327, 3.445154254728516]"
568_36,"['Starter', 'VCU(Vacuum Contactor Units)', 'E-House']","[3.4103684175529656, 1.7604525947843548, 1.7604525947843548]"
569_88,"['RMU(Ring Main Unit)', 'AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)']","[3.2577599168358766, 3.2577599168358766, 2.483163247594393]"
570_55,"['MCCB(Moduled Case Circuit Breaker)', 'SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)']","[4.335262778804964, 3.4533456751167675, 3.4533456751167675]"
571_60,"['Controller', 'Modular Switches', 'AIS(Air Insulated Switchgear)']","[2.3905694150420946, 2.3905694150420946, 2.38113883008419]"
572_22,"['E-House', 'Starter', 'ACB(Air Circuit Breaker)']","[3.4187861805911854, 3.3687440919754907, 2.5159412265530494]"
573_29,"['SDF(Switch Disconnectors)', 'Modular Switches', 'RMU(Ring Main Unit)']","[4.255266785696168, 2.5358816833119473, 1.719385102384221]"
574_55,"['Modular Switches', 'AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)']","[3.290308509457033, 3.2808779244991277, 2.480877924499128]"
575_59,"['Controller', 'PSS(Compact Sub-Stations)', 'Modular Switches']","[3.2808779244991277, 3.2262930848127063, 3.2262930848127063]"
576_48,"['ACB(Air Circuit Breaker)', 'Pump Starter and Controller', 'Modular Switches']","[3.3426274123055997, 3.3426274123055997, 2.5962028179739107]"
577_51,"['Pump Starter and Controller', 'MCCB(Moduled Case Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[3.3847357004569485, 2.5847357004569487, 2.4903085094570327]"
578_39,"['VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'RMU(Ring Main Unit)']","[3.8897411878582564, 3.1338122418398022, 3.1338122418398022]"
579_85,"['AIS(Air Insulated Switchgear)', 'RMU(Ring Main Unit)', 'Pump Starter and Controller']","[3.137206669221152, 3.137206669221152, 2.365689919410693]"
580_7,"['E-House', 'Starter', 'Pump Starter and Controller']","[3.387605767353865, 3.332246635948281, 2.530462910211008]"
581_60,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'Controller']","[3.427760776806746, 2.574957911384305, 1.7472300564223575]"
582_37,"['ACB(Air Circuit Breaker)', 'Controller', 'AIS(Air Insulated Switchgear)']","[3.46041050616866, 1.7694271909999157, 1.7604525947843546]"
583_39,"['E-House', 'BBT(Busbar Trunking)', 'ACB(Air Circuit Breaker)']","[3.491869685263447, 2.6214814054849582, 0.8703882797784893]"
584_95,"['VCB(Vacuum Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)']","[3.240923164430269, 2.4244265835025427, 2.4075898310969355]"
585_21,"['Controller', 'VCU(Vacuum Contactor Units)', 'Pump Starter and Controller']","[3.4027807460652015, 2.559506703353634, 1.7162326606420661]"
586_10,"['BBT(Busbar Trunking)', 'Solar Solutions', 'PSS(Compact Sub-Stations)']","[3.4533456751167675, 2.5962028179739103, 2.5962028179739103]"
587_24,"['AIS(Air Insulated Switchgear)', 'BBT(Busbar Trunking)', 'VCB(Vacuum Circuit Breaker)']","[2.6262368687865862, 2.5664421727984736, 1.8516401995451028]"
588_10,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[2.529822128134703, 2.529822128134703, 1.8973665961010273]"
589_29,"['ACB(Air Circuit Breaker)', 'BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)']","[3.162277660168379, 3.162277660168379, 2.38113883008419]"
590_81,"['Controller', 'Starter', 'VCB(Vacuum Circuit Breaker)']","[4.360037025350304, 2.6209770645192503, 2.5962028179739107]"
591_91,"['SDF(Switch Disconnectors)', 'MCCB(Moduled Case Circuit Breaker)', 'RMU(Ring Main Unit)']","[3.559841641496142, 2.6654144504962263, 2.6654144504962263]"
592_97,"['VCB(Vacuum Circuit Breaker)', 'Modular Switches', 'AIS(Air Insulated Switchgear)']","[3.591957340762082, 2.748683298050514, 2.691957340762082]"
593_85,"['VCU(Vacuum Contactor Units)', 'E-House', 'SDF(Switch Disconnectors)']","[3.743274693362536, 3.743274693362536, 2.987345747344081]"
594_4,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[3.9010323240119544, 2.410320339012095, 1.6197509239699999]"
595_4,"['ACB(Air Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'Controller']","[3.6025039230480376, 3.6025039230480376, 2.7136150341591487]"
596_83,"['E-House', 'SDF(Switch Disconnectors)', 'Solar Solutions']","[2.8959170128011262, 2.8959170128011262, 2.1888102316145788]"
597_22,"['AIS(Air Insulated Switchgear)', 'VCU(Vacuum Contactor Units)', 'Controller']","[2.5962028179739107, 2.5962028179739107, 2.5842142155595704]"
598_13,"['Modular Switches', 'Starter', 'BBT(Busbar Trunking)']","[2.7136150341591487, 1.7708059925770856, 0.9045340337332909]"
599_53,"['Controller', 'Solar Solutions', 'ACB(Air Circuit Breaker)']","[4.383767042254347, 3.538612787525831, 2.6708961130790705]"
600_1,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'SDF(Switch Disconnectors)']","[2.5594399690142304, 2.5594399690142304, 2.5594399690142304]"
601_89,"['Modular Switches', 'BBT(Busbar Trunking)', 'Controller']","[3.4562830099835598, 3.4009238785779754, 2.4955866094142056]"
602_17,"['ACB(Air Circuit Breaker)', 'SDF(Switch Disconnectors)', 'BBT(Busbar Trunking)']","[3.271447339541223, 2.480877924499128, 2.4262930848127064]"
603_76,"['Controller', 'Starter', 'Solar Solutions']","[4.512420966984389, 3.6420326872058997, 2.732941778114991]"
604_62,"['Controller', 'PSS(Compact Sub-Stations)', 'AIS(Air Insulated Switchgear)']","[3.4277607768067466, 3.3777186881910524, 1.699957911384305]"
605_34,"['VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)', 'E-House']","[3.3958475319191423, 2.552573489207574, 1.6865480854231356]"
606_15,"['VCB(Vacuum Circuit Breaker)', 'Pump Starter and Controller', 'VCU(Vacuum Contactor Units)']","[3.4533456751167675, 2.5962028179739107, 2.571428571428571]"
607_74,"['Modular Switches', 'AIS(Air Insulated Switchgear)', 'Pump Starter and Controller']","[2.5955173489020344, 2.5910821191564266, 2.5727659878291638]"
608_86,"['ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)', 'Pump Starter and Controller']","[2.646970712320865, 1.7525435213209493, 1.752543521320949]"
609_54,"['Pump Starter and Controller', 'ACB(Air Circuit Breaker)', 'VCU(Vacuum Contactor Units)']","[4.035723669770611, 3.235723669770611, 2.4451542547285166]"
610_46,"['PSS(Compact Sub-Stations)', 'E-House', 'Controller']","[2.5527607768067466, 2.5527607768067466, 2.5527607768067466]"
611_31,"['BBT(Busbar Trunking)', 'ACB(Air Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)']","[3.4387702047684425, 3.4387702047684425, 2.5443430137685263]"
612_15,"['E-House', 'ACB(Air Circuit Breaker)', 'Controller']","[3.469281169656501, 2.598892889878012, 2.59357942497942]"
613_4,"['Pump Starter and Controller', 'E-House', 'RMU(Ring Main Unit)']","[4.297207937065118, 3.4027807460652024, 1.701390373032601]"
614_53,"['PSS(Compact Sub-Stations)', 'RMU(Ring Main Unit)', 'MCCB(Moduled Case Circuit Breaker)']","[2.5659833151687437, 2.5527607768067466, 2.5437861805911854]"
615_57,"['SDF(Switch Disconnectors)', 'Starter', 'Modular Switches']","[2.6709872594963104, 2.6709872594963104, 1.8128709291752771]"
616_63,"['RMU(Ring Main Unit)', 'E-House', 'AIS(Air Insulated Switchgear)']","[3.485260068786782, 2.628117211643925, 1.7829629569154084]"
617_93,"['AIS(Air Insulated Switchgear)', 'E-House', 'BBT(Busbar Trunking)']","[2.6638543819998315, 2.594385102384221, 2.574957911384305]"
618_67,"['VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)', 'Controller']","[3.5843560707646445, 2.877249289578097, 2.8772492895780966]"
619_22,"['Pump Starter and Controller', 'E-House', 'Modular Switches']","[3.5514397504779236, 3.4910254037844384, 3.4910254037844384]"
620_95,"['PSS(Compact Sub-Stations)', 'VCU(Vacuum Contactor Units)', 'Solar Solutions']","[4.398199859987181, 3.540083529666148, 3.444737270741589]"
621_84,"['BBT(Busbar Trunking)', 'Controller', 'MCCB(Moduled Case Circuit Breaker)']","[3.3491886513788316, 2.5485473884966034, 2.532692070451106]"
622_65,"['BBT(Busbar Trunking)', 'VCB(Vacuum Circuit Breaker)', 'Solar Solutions']","[3.2356645019569625, 2.480877924499128, 2.390510247228446]"
623_58,"['PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)', 'BBT(Busbar Trunking)']","[3.144851053892361, 3.144851053892361, 3.144851053892361]"
624_35,"['ACB(Air Circuit Breaker)', 'Solar Solutions', 'VCU(Vacuum Contactor Units)']","[2.6753400263103764, 2.6753400263103764, 2.6527230962652824]"
625_89,"['AIS(Air Insulated Switchgear)', 'VCU(Vacuum Contactor Units)', 'E-House']","[2.624999999999999, 2.602802865422441, 2.602802865422441]"
626_36,"['Pump Starter and Controller', 'Modular Switches', 'RMU(Ring Main Unit)']","[3.290308509457033, 3.2808779244991277, 3.2357236697706115]"
627_15,"['Starter', 'BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)']","[3.4409833151687437, 3.390941226553049, 2.574957911384305]"
628_20,"['AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)', 'RMU(Ring Main Unit)']","[4.2750087511513835, 4.2750087511513835, 3.44167541781805]"
629_76,"['AIS(Air Insulated Switchgear)', 'BBT(Busbar Trunking)', 'Pump Starter and Controller']","[2.499018565639891, 2.4540387345226247, 2.409058903405358]"
630_48,"['Pump Starter and Controller', 'VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[3.2853817327371386, 3.250505431940336, 2.448721706203063]"
631_58,"['RMU(Ring Main Unit)', 'SDF(Switch Disconnectors)', 'PSS(Compact Sub-Stations)']","[3.3846237835454183, 2.5413497408338506, 2.511505996807441]"
632_54,"['PSS(Compact Sub-Stations)', 'Pump Starter and Controller', 'Modular Switches']","[4.348076211353316, 3.482050807568877, 3.473076211353316]"
633_92,"['Controller', 'Starter', 'ACB(Air Circuit Breaker)']","[3.5296015406279784, 2.652543521320949, 2.6525435213209487]"
634_18,"['Modular Switches', 'VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[3.290308509457033, 3.290308509457033, 3.2808779244991277]"
635_77,"['Modular Switches', 'Controller', 'RMU(Ring Main Unit)']","[3.253706964212367, 2.5206119949441534, 2.437210383284641]"
636_78,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'RMU(Ring Main Unit)']","[3.3364639081917464, 2.511505996807441, 2.511505996807441]"
637_89,"['PSS(Compact Sub-Stations)', 'RMU(Ring Main Unit)', 'BBT(Busbar Trunking)']","[3.3364639081917464, 2.511505996807441, 2.4931898654801783]"
638_61,"['Pump Starter and Controller', 'BBT(Busbar Trunking)', 'SDF(Switch Disconnectors)']","[3.979417268007811, 3.2723104868212634, 3.113391864223372]"
639_33,"['Solar Solutions', 'PSS(Compact Sub-Stations)', 'AIS(Air Insulated Switchgear)']","[2.6253235697329753, 2.6253235697329753, 2.5743489909630997]"
640_30,"['E-House', 'Solar Solutions', 'RMU(Ring Main Unit)']","[3.485260068786782, 3.485260068786782, 2.6401058140582654]"
641_61,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'E-House']","[3.084283418983089, 2.3283544729646346, 2.3283544729646346]"
642_36,"['MCCB(Moduled Case Circuit Breaker)', 'Pump Starter and Controller', 'Starter']","[2.7181589765574907, 2.7136021011998728, 1.8090680674665818]"
643_65,"['E-House', 'VCU(Vacuum Contactor Units)', 'Starter']","[3.4863600875132743, 3.465877256904493, 3.465877256904493]"
644_36,"['Controller', 'SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)']","[3.2945507666432903, 2.4285253628588515, 2.4285253628588515]"
645_61,"['Controller', 'Pump Starter and Controller', 'ACB(Air Circuit Breaker)']","[3.3231440577380873, 2.548547388496604, 2.548547388496604]"
646_98,"['Controller', 'VCU(Vacuum Contactor Units)', 'RMU(Ring Main Unit)']","[2.5980762113533165, 2.565384140902211, 2.565384140902211]"
647_86,"['RMU(Ring Main Unit)', 'Starter', 'Pump Starter and Controller']","[2.4955866094142056, 2.4607103086174034, 2.4607103086174034]"
648_70,"['Controller', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[2.5842142155595704, 2.528855084153986, 2.4607103086174034]"
649_5,"['RMU(Ring Main Unit)', 'Solar Solutions', 'PSS(Compact Sub-Stations)']","[3.534640199953479, 3.534640199953479, 2.6683682411096843]"
650_2,"['E-House', 'AIS(Air Insulated Switchgear)', 'SDF(Switch Disconnectors)']","[2.646970712320865, 2.646970712320865, 2.646970712320865]"
651_92,"['SDF(Switch Disconnectors)', 'Modular Switches', 'Solar Solutions']","[3.030896788910998, 3.030896788910998, 2.32379000772445]"
652_65,"['BBT(Busbar Trunking)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[2.749999999999999, 2.6999579113843053, 2.5249158227686106]"
653_20,"['ACB(Air Circuit Breaker)', 'E-House', 'RMU(Ring Main Unit)']","[3.297370335151479, 3.262494034354676, 3.262494034354676]"
654_54,"['BBT(Busbar Trunking)', 'Modular Switches', 'Solar Solutions']","[3.4027807460652024, 2.5595067033536343, 2.544664415744169]"
655_89,"['E-House', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[4.198054082230577, 2.5298221281347035, 2.5298221281347035]"
656_49,"['ACB(Air Circuit Breaker)', 'Pump Starter and Controller', 'E-House']","[3.458512170223657, 3.408983347366944, 2.6251788368903237]"
657_77,"['Solar Solutions', 'ACB(Air Circuit Breaker)', 'SDF(Switch Disconnectors)']","[2.532692070451106, 2.5000000000000004, 1.666666666666667]"
658_78,"['RMU(Ring Main Unit)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[3.525720285250413, 2.6596948814659744, 1.7708059925770856]"
659_82,"['Starter', 'BBT(Busbar Trunking)', 'Solar Solutions']","[2.328354472964635, 2.3283544729646346, 2.3283544729646346]"
660_80,"['BBT(Busbar Trunking)', 'ACB(Air Circuit Breaker)', 'Pump Starter and Controller']","[3.4055636422291884, 2.580605730844883, 2.5527607768067466]"
661_12,"['PSS(Compact Sub-Stations)', 'VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)']","[3.445562999626383, 3.412870929175278, 3.3660254037844393]"
662_18,"['Modular Switches', 'AIS(Air Insulated Switchgear)', 'RMU(Ring Main Unit)']","[4.478284838678492, 3.5782848386784925, 2.6714852103069453]"
663_34,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)']","[3.332351898973225, 3.332351898973225, 2.483163247594393]"
664_9,"['SDF(Switch Disconnectors)', 'Pump Starter and Controller', 'E-House']","[2.56336225336745, 2.4688535993934706, 2.4540387345226247]"
665_42,"['Pump Starter and Controller', 'VCU(Vacuum Contactor Units)', 'RMU(Ring Main Unit)']","[2.520360855959545, 2.520360855959545, 2.516069440022987]"
666_52,"['BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)', 'VCU(Vacuum Contactor Units)']","[2.365689919410693, 1.632993161855452, 1.5910932501692094]"
667_75,"['BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)', 'Controller']","[4.519374990552453, 2.7423169712454243, 2.7305206085526215]"
668_65,"['RMU(Ring Main Unit)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[2.60898846210491, 2.528855084153986, 2.528855084153986]"
669_75,"['AIS(Air Insulated Switchgear)', 'Pump Starter and Controller', 'VCU(Vacuum Contactor Units)']","[2.5027186881910524, 2.5027186881910524, 2.474873734152916]"
670_49,"['RMU(Ring Main Unit)', 'VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)']","[3.081281400041954, 2.3905694150420946, 2.281281400041954]"
671_96,"['RMU(Ring Main Unit)', 'VCB(Vacuum Circuit Breaker)', 'Starter']","[3.2713765809962583, 3.2071349029490923, 2.405351177211819]"
672_15,"['BBT(Busbar Trunking)', 'Pump Starter and Controller', 'SDF(Switch Disconnectors)']","[3.240923164430269, 3.182186500338419, 2.3825266718163003]"
673_45,"['E-House', 'Controller', 'RMU(Ring Main Unit)']","[3.647650579275464, 3.625453444697906, 2.6900390980044206]"
674_49,"['Starter', 'PSS(Compact Sub-Stations)', 'Pump Starter and Controller']","[2.6333966584912356, 1.743274042711568, 1.6799340692456433]"
675_8,"['MCCB(Moduled Case Circuit Breaker)', 'Starter', 'ACB(Air Circuit Breaker)']","[3.9557354993256726, 3.1811388300841896, 3.1651660842835776]"
676_73,"['VCU(Vacuum Contactor Units)', 'Controller', 'ACB(Air Circuit Breaker)']","[3.4958175640325173, 2.6525435213209496, 2.6432740427115684]"
677_45,"['ACB(Air Circuit Breaker)', 'SDF(Switch Disconnectors)', 'Pump Starter and Controller']","[3.084283418983089, 3.084283418983089, 3.084283418983089]"
678_87,"['ACB(Air Circuit Breaker)', 'BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)']","[3.240923164430269, 2.483163247594393, 2.4663264951887856]"
679_49,"['AIS(Air Insulated Switchgear)', 'E-House', 'Modular Switches']","[2.6961301381290435, 1.829537595841944, 0.8703882797784893]"
680_26,"['VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'Pump Starter and Controller']","[4.099319657044237, 3.265986323710904, 3.265986323710904]"
681_22,"['Controller', 'PSS(Compact Sub-Stations)', 'SDF(Switch Disconnectors)']","[3.3841113931339653, 1.7805686014220017, 1.7805686014220017]"
682_84,"['Solar Solutions', 'Pump Starter and Controller', 'MCCB(Moduled Case Circuit Breaker)']","[3.420874242093646, 3.412380013899205, 3.3756171649395244]"
683_80,"['E-House', 'Modular Switches', 'Pump Starter and Controller']","[4.269522871042062, 3.412380013899205, 2.5509457408197895]"
684_60,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'E-House']","[4.57842712474619, 3.6356180831641263, 3.6356180831641263]"
685_44,"['Solar Solutions', 'RMU(Ring Main Unit)']","[2.7613399797663023, 0.960768922830523]"
686_55,"['E-House', 'MCCB(Moduled Case Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[3.4957118495114647, 2.5866209404205556, 1.7672072394119422]"
687_1,"['Starter', 'Modular Switches', 'BBT(Busbar Trunking)']","[3.457354078000222, 2.529822128134704, 1.7708059925770856]"
688_45,"['VCU(Vacuum Contactor Units)', 'BBT(Busbar Trunking)', 'VCB(Vacuum Circuit Breaker)']","[3.3660254037844393, 3.3491886513788316, 2.532692070451106]"
689_34,"['RMU(Ring Main Unit)', 'Pump Starter and Controller', 'AIS(Air Insulated Switchgear)']","[2.47954450254402, 1.6267416371215784, 1.6035674514745462]"
690_68,"['BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)', 'Controller']","[3.332351898973225, 2.548547388496604, 1.6993587371177723]"
691_85,"['VCB(Vacuum Circuit Breaker)', 'RMU(Ring Main Unit)', 'MCCB(Moduled Case Circuit Breaker)']","[3.4447372707415886, 2.574348990963099, 1.7162326606420661]"
692_44,"['Controller', 'Starter', 'VCB(Vacuum Circuit Breaker)']","[3.502968924177542, 1.7708059925770856, 1.7708059925770856]"
693_79,"['Pump Starter and Controller', 'AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)']","[3.4328628445079863, 2.5757199873651295, 2.5509457408197895]"
694_25,"['VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'AIS(Air Insulated Switchgear)']","[3.4910254037844384, 2.635452594784354, 1.7499999999999996]"
695_79,"['Pump Starter and Controller', 'MCCB(Moduled Case Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[3.3301508607705275, 2.5395814457284325, 2.5395814457284325]"
696_29,"['AIS(Air Insulated Switchgear)', 'SDF(Switch Disconnectors)', 'VCU(Vacuum Contactor Units)']","[3.3914544923120307, 2.5664965809277254, 2.516454492312031]"
697_55,"['ACB(Air Circuit Breaker)', 'Solar Solutions', 'VCU(Vacuum Contactor Units)']","[3.3328781217305354, 3.3328781217305354, 2.516381540802809]"
698_55,"['BBT(Busbar Trunking)', 'AIS(Air Insulated Switchgear)', 'RMU(Ring Main Unit)']","[2.5595067033536343, 2.529822128134704, 1.7013903730326012]"
699_8,"['RMU(Ring Main Unit)', 'Pump Starter and Controller', 'ACB(Air Circuit Breaker)']","[2.5754369743120247, 1.7708059925770856, 1.7479425074726354]"
700_70,"['RMU(Ring Main Unit)', 'SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)']","[4.174996022903117, 3.373212297165844, 3.31785316576026]"
701_32,"['AIS(Air Insulated Switchgear)', 'VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)']","[2.4075898310969355, 1.632993161855452, 1.632993161855452]"
702_32,"['VCB(Vacuum Circuit Breaker)', 'VCU(Vacuum Contactor Units)', 'BBT(Busbar Trunking)']","[3.5398998482347173, 3.5398998482347173, 2.696625805523149]"
703_22,"['VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'Modular Switches']","[3.2808779244991277, 2.4357236697706113, 1.6451542547285163]"
704_84,"['VCB(Vacuum Circuit Breaker)', 'Pump Starter and Controller', 'E-House']","[4.20637794948002, 3.404594223742747, 3.3612236947515033]"
